Spectrum section;avg. accuracy
1;0.4857142857142856
2;0.535714285714286
3;0.5161904761904764
4;0.521904761904762
5;0.49
6;0.4942857142857142
7;0.5133333333333335
8;0.48047619047619045
9;0.5671428571428572
10;0.5228571428571427
11;0.5719047619047617
12;0.5376190476190473
13;0.556666666666667
14;0.5138095238095239
15;0.49333333333333296
16;0.5395238095238095
17;0.5423809523809525
18;0.5638095238095238
19;0.5090476190476191
20;0.5652380952380952
21;0.5661904761904762
22;0.5423809523809523
23;0.5276190476190478
24;0.47476190476190494
25;0.5371428571428569
26;0.45857142857142863
27;0.5261904761904762
28;0.4952380952380954
29;0.5214285714285715
30;0.43857142857142845
31;0.5395238095238095
32;0.46285714285714286
33;0.5233333333333333
34;0.4904761904761905
35;0.5114285714285712
36;0.5423809523809525
37;0.5242857142857145
38;0.5123809523809526
39;0.5433333333333331
40;0.5814285714285714
41;0.5371428571428573
42;0.5447619047619047
43;0.5804761904761906
44;0.5719047619047621
45;0.598095238095238
46;0.5814285714285714
47;0.5561904761904761
48;0.5766666666666668
49;0.6080952380952379
50;0.5552380952380952
51;0.5909523809523811
52;0.5176190476190476
53;0.578095238095238
54;0.5133333333333335
55;0.4547619047619047
56;0.5114285714285711
57;0.4814285714285713
58;0.46619047619047627
59;0.5261904761904762
60;0.6133333333333334
61;0.6295238095238096
62;0.67
63;0.6295238095238095
64;0.657142857142857
65;0.6390476190476193
66;0.668095238095238
67;0.6399999999999999
68;0.5871428571428571
69;0.5676190476190477
70;0.5376190476190474
71;0.5876190476190478
72;0.6557142857142857
73;0.6780952380952379
74;0.6171428571428571
75;0.6290476190476191
76;0.6509523809523808
77;0.6204761904761905
78;0.5680952380952381
79;0.5609523809523806
80;0.6333333333333333
81;0.64
82;0.658095238095238
83;0.6876190476190474
84;0.6538095238095236
85;0.6276190476190477
86;0.6376190476190475
87;0.6242857142857144
88;0.6447619047619046
89;0.6085714285714285
90;0.6542857142857144
91;0.5790476190476191
92;0.6014285714285712
93;0.6257142857142857
94;0.5952380952380952
95;0.5652380952380953
96;0.5661904761904765
97;0.518095238095238
98;0.5423809523809523
99;0.5080952380952382
100;0.539047619047619
101;0.5095238095238095
102;0.512857142857143
103;0.5319047619047618
104;0.5528571428571429
105;0.586190476190476
106;0.5833333333333335
107;0.5190476190476191
108;0.6404761904761905
109;0.5942857142857144
110;0.6790476190476188
111;0.5709523809523812
112;0.5580952380952382
113;0.5580952380952381
114;0.5323809523809524
115;0.5028571428571431
116;0.5604761904761904
