Spectrum section;avg. accuracy
400.639;0.570952380952381
402.0854;0.5957142857142859
403.5317;0.5723809523809527
404.9781;0.5900000000000002
406.4244;0.5819047619047619
407.8708;0.5995238095238095
409.3171;0.5766666666666669
410.7635;0.5819047619047618
412.2098;0.5804761904761905
413.6562;0.5785714285714288
415.1025;0.6014285714285715
416.5489;0.5866666666666667
417.9952;0.5895238095238095
419.4416;0.5914285714285714
420.8879;0.5842857142857142
422.3343;0.5795238095238094
423.7806;0.57
425.227;0.5976190476190475
426.6733;0.5728571428571428
428.1197;0.568095238095238
429.566;0.5695238095238097
431.0124;0.5742857142857144
432.4587;0.5985714285714284
433.9051;0.5776190476190477
435.3514;0.5838095238095237
436.7978;0.5985714285714288
438.2441;0.5714285714285716
439.6905;0.5647619047619047
441.1368;0.5457142857142857
442.5832;0.5880952380952382
444.0295;0.57
445.4759;0.5995238095238095
446.9222;0.5880952380952381
448.3686;0.5838095238095238
449.8149;0.5938095238095238
451.2613;0.5842857142857143
452.7076;0.5923809523809526
454.154;0.5980952380952379
455.6003;0.5752380952380952
457.0467;0.6033333333333334
458.493;0.5928571428571427
459.9394;0.5738095238095238
461.3857;0.6019047619047619
462.8321;0.5685714285714287
464.2784;0.5909523809523808
465.7248;0.5847619047619047
467.1711;0.5995238095238098
468.6175;0.5723809523809522
470.0638;0.5919047619047618
471.5102;0.5876190476190475
472.9565;0.5842857142857142
474.4029;0.5666666666666668
475.8492;0.57
477.2956;0.5790476190476188
478.7419;0.59
480.1883;0.5899999999999999
481.6346;0.5709523809523808
483.081;0.5742857142857143
484.5273;0.5714285714285716
485.9737;0.6028571428571429
487.42;0.562857142857143
488.8664;0.5814285714285715
490.3127;0.5980952380952381
491.7591;0.5838095238095238
493.2054;0.5885714285714285
494.6518;0.5933333333333337
496.0981;0.5804761904761905
497.5445;0.5847619047619048
498.9908;0.5733333333333335
500.4372;0.5657142857142861
501.8835;0.5804761904761905
503.3299;0.5809523809523812
504.7762;0.5995238095238095
506.2226;0.5928571428571427
507.6689;0.6004761904761903
509.1153;0.6361904761904761
510.5616;0.6128571428571429
512.0079;0.5833333333333333
513.4543;0.5904761904761904
514.9006;0.5695238095238093
516.347;0.5819047619047618
517.7933;0.582857142857143
519.2397;0.5747619047619051
520.686;0.5752380952380951
522.1324;0.595238095238095
523.5787;0.5938095238095236
525.0251;0.5938095238095239
526.4714;0.5852380952380952
527.9178;0.5785714285714286
529.3641;0.5938095238095239
530.8105;0.5785714285714287
532.2568;0.5766666666666665
533.7032;0.5880952380952381
535.1495;0.5838095238095234
536.5959;0.5876190476190477
538.0422;0.5809523809523811
539.4886;0.5899999999999997
540.9349;0.5842857142857144
542.3813;0.5871428571428572
543.8276;0.5814285714285716
545.274;0.6066666666666668
546.7203;0.5661904761904762
548.1667;0.6247619047619046
549.613;0.6671428571428568
551.0594;0.7109523809523814
552.5057;0.749523809523809
553.9521;0.7704761904761901
555.3984;0.7904761904761902
556.8448;0.7709523809523807
558.2911;0.7685714285714279
559.7375;0.7619047619047613
561.1838;0.7423809523809521
562.6302;0.6557142857142856
564.0765;0.6114285714285717
565.5229;0.6614285714285709
566.9692;0.6195238095238094
568.4156;0.6409523809523808
569.8619;0.6285714285714284
571.3083;0.6228571428571429
572.7546;0.6776190476190473
574.201;0.7385714285714282
575.6473;0.7090476190476188
577.0938;0.7342857142857142
578.54;0.7328571428571425
579.9865;0.6847619047619046
581.4327;0.697142857142857
582.8792;0.7085714285714285
584.3254;0.7352380952380949
585.7719;0.7338095238095234
587.2181;0.706190476190476
588.6646;0.6890476190476187
590.1108;0.5757142857142858
591.5573;0.636190476190476
593.0035;0.6457142857142855
594.45;0.6923809523809523
595.8962;0.7238095238095233
597.3427;0.7066666666666664
598.7889;0.7533333333333329
600.2354;0.762857142857142
601.6816;0.7566666666666662
603.1281;0.7466666666666663
604.5743;0.7090476190476188
606.0208;0.6404761904761905
607.467;0.7057142857142855
608.9135;0.6966666666666665
610.3597;0.7033333333333335
611.8062;0.7047619047619045
613.2524;0.6961904761904759
614.6989;0.7095238095238089
616.1451;0.7119047619047619
617.5916;0.6757142857142858
619.0378;0.6966666666666663
620.4843;0.7028571428571424
621.9305;0.6961904761904764
623.377;0.7095238095238094
624.8232;0.7009523809523808
626.2697;0.6323809523809527
627.7159;0.6409523809523807
629.1624;0.6419047619047618
630.6086;0.6280952380952382
632.0551;0.6242857142857143
633.5013;0.6271428571428571
634.9478;0.6066666666666669
636.394;0.587142857142857
637.8405;0.5900000000000002
639.2867;0.5809523809523811
640.7332;0.5885714285714285
642.1794;0.5885714285714285
643.6259;0.5842857142857141
645.0721;0.5652380952380957
646.5186;0.5652380952380953
647.9648;0.653809523809524
649.4113;0.6580952380952378
650.8575;0.6352380952380955
652.304;0.638095238095238
653.7502;0.6495238095238096
655.1967;0.6442857142857141
656.6429;0.6276190476190474
658.0894;0.6423809523809523
659.5356;0.6204761904761905
660.9821;0.65952380952381
662.4283;0.6319047619047615
663.8748;0.5719047619047618
665.321;0.6247619047619047
666.7675;0.6942857142857143
668.2137;0.6966666666666664
669.6602;0.6580952380952384
671.1064;0.6552380952380951
672.5529;0.6557142857142856
673.9991;0.6585714285714288
675.4456;0.6523809523809523
676.8918;0.6104761904761905
678.3383;0.5895238095238097
679.7845;0.5619047619047619
681.231;0.5971428571428572
682.6772;0.5847619047619048
684.1237;0.58
685.5699;0.5942857142857144
687.0164;0.6452380952380953
688.4626;0.6719047619047616
689.9091;0.6990476190476191
691.3553;0.6442857142857141
692.8018;0.6885714285714285
694.248;0.6976190476190475
695.6945;0.687142857142857
697.1407;0.6514285714285712
698.5872;0.6485714285714286
700.0334;0.6933333333333331
701.4799;0.6319047619047621
702.9261;0.5995238095238096
704.3726;0.5719047619047618
705.8188;0.6209523809523807
707.2653;0.5761904761904761
708.7115;0.5733333333333334
710.158;0.5904761904761906
711.6042;0.5909523809523811
713.0507;0.5890476190476192
714.4969;0.5947619047619047
715.9434;0.5804761904761905
717.3896;0.6023809523809525
718.8361;0.5914285714285712
720.2823;0.5761904761904764
721.7288;0.5842857142857144
723.175;0.5900000000000002
724.6215;0.5866666666666664
726.0677;0.5752380952380953
727.5142;0.5842857142857145
728.9604;0.5566666666666666
730.4069;0.5685714285714287
731.8531;0.5861904761904764
733.2996;0.5795238095238097
734.7458;0.6019047619047619
736.1923;0.5614285714285716
737.6385;0.594761904761905
739.085;0.6014285714285714
740.5313;0.6076190476190477
741.9777;0.59
743.424;0.6104761904761904
744.8704;0.5990476190476189
746.3167;0.620952380952381
747.7631;0.6714285714285714
749.2094;0.7128571428571426
750.6558;0.7038095238095236
752.1021;0.7271428571428568
753.5485;0.7109523809523806
754.9948;0.6819047619047619
756.4412;0.6928571428571425
757.8875;0.6614285714285714
759.3339;0.6433333333333333
760.7802;0.6847619047619046
762.2266;0.7104761904761904
763.6729;0.6623809523809523
765.1193;0.5995238095238096
766.5656;0.6438095238095238
768.012;0.7080952380952378
769.4583;0.7047619047619044
770.9047;0.7023809523809521
772.351;0.6704761904761903
773.7974;0.6942857142857144
775.2437;0.6919047619047616
776.6901;0.6885714285714283
778.1364;0.6738095238095235
779.5828;0.6861904761904764
781.0291;0.6666666666666665
782.4755;0.6799999999999998
783.9218;0.6876190476190475
785.3682;0.693333333333333
786.8145;0.680952380952381
788.2609;0.7309523809523805
789.7072;0.7438095238095235
791.1536;0.7438095238095237
792.5999;0.7142857142857137
794.0463;0.7047619047619048
795.4926;0.7095238095238091
796.939;0.7047619047619045
798.3853;0.6176190476190474
799.8317;0.6247619047619047
801.278;0.5995238095238095
802.7244;0.5485714285714285
804.1707;0.5719047619047617
805.6171;0.5995238095238095
807.0634;0.5971428571428572
808.5098;0.595238095238095
809.9561;0.5904761904761907
811.4025;0.5933333333333334
812.8488;0.5609523809523809
814.2952;0.5699999999999998
815.7415;0.5971428571428573
817.1879;0.5914285714285716
818.6342;0.5857142857142855
820.0806;0.5709523809523809
821.5269;0.5804761904761907
822.9733;0.6019047619047619
824.4196;0.5895238095238093
825.866;0.5861904761904762
827.3123;0.5842857142857142
828.7587;0.5719047619047619
830.205;0.5714285714285713
831.6514;0.5971428571428572
833.0977;0.5780952380952381
834.5441;0.5814285714285715
835.9904;0.5880952380952381
837.4368;0.5933333333333332
838.8831;0.5957142857142856
840.3295;0.6033333333333334
841.7758;0.5842857142857142
843.2222;0.5852380952380954
844.6685;0.5795238095238099
846.1149;0.5823809523809524
847.5612;0.5985714285714284
849.0076;0.5871428571428571
850.4539;0.6019047619047619
851.9003;0.5971428571428573
853.3466;0.5985714285714285
854.793;0.5919047619047622
856.2393;0.5823809523809523
857.6857;0.5795238095238094
859.132;0.5766666666666667
860.5784;0.5842857142857144
862.0247;0.6004761904761907
863.4711;0.5638095238095239
864.9174;0.573333333333333
866.3638;0.5961904761904763
867.8101;0.573809523809524
869.2565;0.5885714285714289
870.7028;0.5690476190476192
872.1492;0.5895238095238097
873.5955;0.5952380952380953
875.0419;0.5928571428571429
876.4882;0.5985714285714284
877.9346;0.5747619047619046
879.3809;0.5657142857142861
880.8273;0.6057142857142855
882.2736;0.5604761904761905
883.72;0.5752380952380954
885.1663;0.5938095238095238
886.6127;0.5633333333333335
888.059;0.6190476190476191
889.5054;0.6080952380952381
890.9517;0.6547619047619044
892.3981;0.7023809523809524
893.8444;0.717142857142857
895.2908;0.7219047619047614
896.7371;0.7185714285714282
898.1835;0.6704761904761902
899.6298;0.6614285714285714
901.0762;0.6685714285714282
902.5225;0.6657142857142857
903.9689;0.6428571428571428
905.4152;0.6233333333333333
906.8616;0.667142857142857
908.3079;0.6823809523809524
909.7543;0.6614285714285714
911.2006;0.6780952380952379
912.647;0.6242857142857141
914.0933;0.6495238095238094
915.5397;0.6185714285714283
916.986;0.6171428571428571
918.4324;0.602857142857143
919.8787;0.5880952380952382
921.3251;0.5476190476190478
922.7714;0.5585714285714283
924.2178;0.5661904761904761
925.6641;0.5833333333333334
927.1105;0.5885714285714286
928.5568;0.5661904761904762
930.0032;0.5733333333333333
931.4495;0.5719047619047618
932.8959;0.5761904761904764
934.3422;0.5838095238095238
935.7886;0.6109523809523809
937.2349;0.6314285714285713
938.6813;0.6719047619047619
940.1276;0.6976190476190475
941.574;0.6990476190476188
943.0203;0.7095238095238093
944.4667;0.763333333333333
945.913;0.7509523809523803
947.3594;0.7733333333333329
948.8057;0.76047619047619
950.2521;0.7547619047619045
951.6984;0.7547619047619044
953.1448;0.7280952380952379
954.5911;0.6814285714285713
956.0375;0.6638095238095238
957.4838;0.6414285714285716
958.9302;0.5895238095238099
960.3765;0.7228571428571426
961.8229;0.759523809523809
963.2692;0.76047619047619
964.7156;0.7642857142857141
966.1619;0.7661904761904755
