Spectrum section,avg. accuracy
1,0.4980952380952381
2,0.4723809523809521
3,0.5376190476190476
4,0.49761904761904757
5,0.4990476190476192
6,0.482857142857143
7,0.5014285714285712
8,0.5247619047619048
9,0.4771428571428568
10,0.47285714285714264
11,0.49857142857142844
12,0.5309523809523811
13,0.5585714285714286
14,0.5238095238095236
15,0.5176190476190479
16,0.5461904761904761
17,0.49047619047619045
18,0.5071428571428573
19,0.5657142857142857
20,0.5347619047619048
21,0.5500000000000002
22,0.5495238095238095
23,0.5252380952380953
24,0.561904761904762
25,0.4866666666666667
26,0.5276190476190474
27,0.4819047619047616
28,0.5566666666666668
29,0.5738095238095238
30,0.5804761904761905
31,0.5461904761904764
32,0.49000000000000005
33,0.5066666666666665
34,0.5014285714285711
35,0.49285714285714305
36,0.5014285714285713
37,0.4738095238095237
38,0.49095238095238086
39,0.5323809523809523
40,0.5595238095238093
41,0.6519047619047619
42,0.49047619047619034
43,0.5257142857142856
44,0.5604761904761905
45,0.5328571428571426
46,0.4719047619047618
47,0.5814285714285714
48,0.5319047619047619
49,0.4433333333333329
50,0.49904761904761913
51,0.4847619047619045
52,0.48999999999999994
53,0.4938095238095238
54,0.49142857142857144
55,0.5171428571428569
56,0.5266666666666665
57,0.5942857142857143
58,0.5776190476190477
59,0.49285714285714266
60,0.5247619047619048
61,0.5395238095238096
62,0.5680952380952382
63,0.57
64,0.5595238095238095
65,0.4885714285714283
66,0.5433333333333333
67,0.4999999999999997
68,0.5499999999999999
69,0.5561904761904762
70,0.5380952380952382
71,0.5390476190476189
72,0.5885714285714286
73,0.5161904761904761
74,0.527142857142857
75,0.5576190476190477
76,0.5266666666666666
77,0.4971428571428571
78,0.5823809523809524
79,0.5266666666666664
80,0.5180952380952379
81,0.5252380952380951
82,0.5333333333333333
83,0.5285714285714286
84,0.5485714285714285
85,0.5490476190476191
86,0.5823809523809524
87,0.5104761904761902
88,0.4966666666666666
89,0.48238095238095224
90,0.5276190476190478
91,0.5438095238095237
92,0.5433333333333334
93,0.5752380952380953
94,0.4904761904761907
95,0.45333333333333314
96,0.4685714285714284
97,0.40571428571428547
98,0.467142857142857
99,0.4590476190476189
100,0.48999999999999994
101,0.44571428571428556
102,0.5090476190476189
103,0.5052380952380952
104,0.5176190476190478
105,0.5057142857142857
106,0.5361904761904761
107,0.5533333333333335
108,0.5385714285714285
109,0.5219047619047621
110,0.4952380952380952
111,0.4976190476190474
112,0.4728571428571427
113,0.4628571428571428
114,0.5833333333333336
115,0.5028571428571427
116,0.46571428571428564
